url,c1,c2,c3,email,vk,wa,tg
https://my-loveshop.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/1/4094/6295550/1724329062/favicon.png"" />",<!--InsalesCounter -->,ip.baranov.roman@yandex.ru,vk.com/my_loveshop_ru,wa.me/79775096664,t.me/my_loveshop
http://avnepal.com/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/r/iLur3LCgDG0/rs:fill-down:32:32:1/q:100/plain/files/1/3474/34508178/original/favicon-black.png@png"" media=""(prefers-color-scheme: light)""/>",<!--InsalesCounter -->,,,,
https://www.onelovebox-shop.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,info@onelovebox-shop.ru,vk.com/onelovebox,,
https://perfectooo.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,admin@perfectobouquet.ru,vk.com/perfecto_bouquet,,
https://wako-lab.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,lab.wako@gmail.com,vk.com/im,,t.me/wakobot
https://mebel-oskol.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,faraon.adm@mail.ru,vk.com/faraon_31,,
https://ottalie.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"torpedo7589@yandex.ru, ottalie@yandex.ru",vk.com/ottalieshop,wa.me/+79852368869,t.me/ottalie_shop
https://www.imag-63.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"info@iwave24.ru, info@imag-63.ru",,,
https://www.trendsbrands.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/896/34284416/original/logo_248_198_9e8ccc223326eafa5756fdc5611682de.png"">",<!--InsalesCounter -->,"info@tbff.ru, valentin@tbff24.ru, varvara@tbff24.ru",,,
https://www.hmrshop.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,,vk.com/hmrservice,,
https://www.th-bike.com/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,2thbike@gmail.com,,,
https://activesensor.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/7063/35085207/original/Снимок_экрана_2024-05-30_170853_cac75d5601f3f5b4928068887060fb0b.png"">",<!--InsalesCounter -->,info@sdlgrp.ru,,,
https://www.ru-stock.com/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,sales@ru-stock.com,,,
https://www.batik.boutique/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,batik.boutique@mail.ru,,wa.me/+79995759955,
https://www.fora-com.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@fora-com.ru,,,
https://karina-mexa.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,bovina64@list.ru,vk.com/id567677438,,
https://yantex-shtory.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/1/2950/6466438/1720549827/favicon.png"">",<!--InsalesCounter -->,yantex.shtory@mail.ru,,wa.me/79183179836,
https://knigotorg.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,kassa-knigotorg@yandex.ru,,,
https://hreaktiv.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/7415/34102519/original/49433983.png"">",<!--InsalesCounter -->,ruslan.vlasenkov98@gmail.com,,,
https://moto-metex.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,grigoryeva_ay@mail.ru,,,
https://alaska-alpha.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@alaska-alpha.ru,vk.com/alaska_alpha,,
https://stethoscopes.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,shop@stethoscopes.ru,vk.com/stetoskopes,,t.me/Stethoscopes_Bot
https://catzoclub.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,customer_support@catzoclub.com,,,
https://elmusico.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/1897/34768745/original/Фавиконка_3-2.png"">",<!--InsalesCounter -->,sales@elmusico.ru,vk.com/elmusicomag,,t.me/musmagaz
https://xn--112-edda3a3c6f.xn--p1ai/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,vyzov112.rf@yandex.ru,,,
https://centrulyanovskmebel.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/1813/34662165/original/ЛОГО_1.jpg"">",<!--InsalesCounter -->,"center.mebel14@mail.ru, divanovomebel@yandex.ru",,,
https://domtekc.kz/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,domtekc@mail.ru,,,
https://arm-rus.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"sales@arm-rus.ru, sales@armrus.ru, arm-rus-seo@yandex.ru",,,
https://gs.market/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,,vk.com/good_seafood,,t.me/joinchat/WN7OB4iOC4q-XNEJ
https://www.ttrpg-store.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/7190/34806806/original/Logo_БИБ__2_.svg"" />",<!--InsalesCounter -->,csahes@gmail.com,,,
https://on-shop.store/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,Artemsesin@yandex.ru,vk.com/online72tmn,,t.me/online72_tmn
https://www.peptidi.kz/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,peptideskaz@gmail.com,vk.com/peptides_kaz,wa.me/+77089714306,
http://eni.su/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/316/27779388/original/favicon_enirus___копия.png"" />",<!--InsalesCounter -->,"eni@eni.su, Konstantin@enirus.ru",,,
https://xn--80afobbmdof4bydk.xn--p1ai/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/8132/32022468/original/E.png"" />",<!--InsalesCounter -->,valeriamvision@gmail.com,,,t.me/valeria_maksimovich
https://bronzamania.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"sales@bronzamania.ru, admin@bronzamania.ru, l.klishevich@bronzamania.ru",vk.com/bronzamania,,
https://baby-comf.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,manager@baby-comf.ru,,,
https://www.tsurinoya.net/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@tsurinoya.net,vk.com/tsurinoya_net,,
https://scandalemaniere.com/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/5609/34403817/original/IMG_8450.PNG"" />",<!--InsalesCounter -->,info@scandalemaniere.com,vk.com/scandalemaniere,wa.me/79218906580,t.me/scandale_maniere
https://www.saroko.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,office@saroko.ru,,,
https://revalu.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,hello@revalu.ru,vk.com/revalu,,
https://www.finev.net/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/3766/34959030/original/LOGO_finev_42debd3e581620efc8ef7896740900f0_2ae0c874acb788198d0ba6dd6687c751.png'; --logo-max-width:140px; --live-search:true; --hide-catalog:true; --hide-top-panel:false; --hide-search:false; --hide-language:true; --hide-personal:true; --hide-compare:true; --hide-favorite:true; --hide-total-price:true; --bage-bg:#224B9C; --bage-bg-is-dark:true; --bage-bg-minor-shade:#2857b5; --bage-bg-minor-shade-is-dark:true; --bage-bg-major-shade:#2e63cf; --bage-bg-major-shade-is-dark:true; --bage-bg-half-shade:#7b9ee2; --bage-bg-half-shade-is-dark:true; --bg:#224B9C; --bg-is-dark:true; --bg-minor-shade:#2857b5; --bg-minor-shade-is-dark:true; --bg-major-shade:#2e63cf; --bg-major-shade-is-dark:true; --bg-half-shade:#7b9ee2; --bg-half-shade-is-dark:true; --header-wide-bg:true; --header-top-pt:0.5vw; --header-top-pb:0.5vw; --header-main-pt:0.5vw; --header-main-pb:0.5vw; --header-wide-content:false; --hide-desktop:false; --hide-mobile:false;""
data-widget-drop-item-id=""63678172""
>",<!--InsalesCounter -->,ramarkettr@mail.ru,,,t.me/RAmarket_tr
https://prom-shlangi.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/811/31449899/original/fav.png"" />",<!--InsalesCounter -->,"info@prom-shlangi.ru, v.kim@vseshlangi.ru",,,
https://laboratorium.store/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,"store@laboratorium.store, happy@laboratorium.store, a.from@laboratorium.store",vk.com/laboratorium.store,,
https://lambkin.kz/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,milannist@gmail.com,,wa.me/87081925379,
https://www.ittfshop.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"sales@ittfshop.ru, dkorotov@mail.ru",vk.com/ittfshop_hd,wa.me/79995206577,
https://www.welbu.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"zakaz.vsesoki@gmail.com, logistvsesoki@sms.ru",,,
https://nyamka-ufa.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,,vk.com/js/api/openapi.js,wa.me/79173521963,
https://www.priano.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"info@priano.ru, delivery@priano.ru",,,
https://www.grelkabrand.com/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,nastya030781@gmail.com,vk.com/grelkabrand,,t.me/grelka_zakupka
https://www.luciastonesspb.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,lucita@luciastonesspb.ru,vk.com/js/api/openapi.js,,
https://judoburo.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/1/4397/6099245/1703341058/favicon.png"" />",<!--InsalesCounter -->,"judoburo@yandex.ru, sportburo.shop@yandex.ru",vk.com/judoburo,,t.me/JUDO_BURO
https://n-oil.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/1/1933/6473613/1721375598/favicon.png"">",<!--InsalesCounter -->,natusik0008@gmail.com,,,
https://gunsparts.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"info@gunsparts.ru, artur.ha@mail.ru, ivanov@mail.ru",vk.com/gunsparts,,t.me/GunsParts
https://om-shop.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@om-shop.ru,vk.com/otmir,,t.me/otmir
https://el-systems24.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"zakaz@elsystems24.ru, zakaz@el-systems24.ru",,,
https://www.ikeabaltika.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,ikeabaltika@yandex.ru,vk.com/ikeabaltika,,t.me/ikeabaltika
https://xn--b1aghajqcezff4m.xn--p1ai/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/1063/34923559/original/newlogo_2e86bfae49419797aa9418d4d1286736.png"">",<!--InsalesCounter -->,onyx_universe@mail.ru,,wa.me/+79333385552,
https://gorka-original.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,zakaz@gorka-original.ru,vk.com/gorka_original,,t.me/gorka_originals
https://my-ecostore.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/1/1022/5514238/1715593066/favicon.png"" />",<!--InsalesCounter -->,info@my-ecostore.ru,,,
https://playmobopt.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/6716/33405500/original/favicon-120x120.png"">",<!--InsalesCounter -->,"playmobopt@mail.ru, mobi-style-opt@mail.ru",,wa.me/79052591313,t.me/PLAYMOBOPT
https://xn--e1afegtem.xn--p1ai/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/1/541/6406685/1723661771/favicon.png"">",<!--InsalesCounter -->,semyoni@bk.ru,,wa.me/+79115056222,
https://stampboom.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/925/31785885/original/stampboom_favion.svg"" />",<!--InsalesCounter -->,svv8602@gmail.com,vk.com/stampboom,wa.me/+79039043229,t.me/stampboombot
https://www.vitamarso.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,vikstyle@yandex.ru,vk.com/vitamarsoshop,wa.me/qr/HAV5WSKTCFF5D1,t.me/vitamarso_mk
https://kuhni-gi72.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/1/1067/6325291/1705258455/favicon.png"" />",<!--InsalesCounter -->,dommaster72@internet.ru,,wa.me/+79829884491,
https://leto7.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@leto7.ru,vk.com/letosem,wa.me/79225187161,
https://xn--b1aecboalpkdge2ac6f.xn--p1ai/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,tvercol@mail.ru,,wa.me/79201750876,t.me/PkTver
https://www.100benzopil.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,sale@100benzopil.ru,,wa.me/79266715521,
https://www.zoonemo.net/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,nemo.sklad@mail.ru,vk.com/nemo18,,
https://xn--80aaaiczh1aolv8g.xn--p1ai/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,magazinsharov@yandex.ru,vk.com/magazinsharov,,t.me/magazinsharov76
https://www.bijubead.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/4698/31371866/original/120_на_120.jpg"" />",<!--InsalesCounter -->,blaginichoa@mail.ru,vk.com/public221970290,,t.me/bijubead
https://beauty-patches.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@beauty-patches.ru,vk.com/beauty_patches,wa.me/79697778535,t.me/beauty_patches
https://www.sgtyres.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,zkt@bk.ru,,,
https://deepprint.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/1720/30533304/original/Favicon.png"" />",<!--InsalesCounter -->,nikolai.chesnokov@deep-ent.com,vk.com/ruanime,,t.me/DEEP_ruanime
https://sunduk-pryazhi.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,info@sunduk-pryazhi.ru,,,
https://www.39vkusov.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,kohb92@gmail.com,,,
https://dkrym82.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/6622/35690974/original/IMG-20240221-WA0005___копия_38939afbb7e8f1c5ea38c42c9cc55c9f.png"">",<!--InsalesCounter -->,baroyan-hovsep@bk.ru,vk.com/video737775630_456239038 Какие двери лучше,wa.me/+79788183542,t.me/Dkrym82
https://www.bouticle.shop/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/5583/32749007/original/Флавикон_B.png"">",<!--InsalesCounter -->,info@bouticle.shop,vk.com/club224859472,wa.me/+79690222753,t.me/all_for_hair
https://vladmag.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@vladmag.ru,,,
https://xn--80aaxckdidqggtgo2cydua8a3c.xn--p1ai/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/7949/31956749/original/лого_в_круге.png"" />",<!--InsalesCounter -->,black-tulip-shop@yandex.com,,wa.me/+79811027878,
https://kleankanteen.ru.com/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@kleankanteen.ru.com,vk.com/kleankanteenrussia,wa.me/79857661861,t.me/kleankanteenrussia
https://refa.com.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/4866/31576834/original/808321_618d552482eb46c7b1eaa3413c3f5425_mv2_e4ca999954b7015a6278285dd6016fa0.jpg"">",<!--InsalesCounter -->,support@refa.com.ru,vk.com/refarusofficial,,t.me/refarusofficial
https://www.gribova-emotions.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,,vk.com/gribova_emotions,wa.me/79686800966,t.me/Gribova_emotions
https://www.glassglobe.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/1409/31933825/original/Фавиконка.jpg"" />",<!--InsalesCounter -->,info@glassglobe.ru,vk.com/glassglobe,,
https://www.federicabugatti-montazh.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/877/34251629/original/логотип_не_круглый_993de6e73e5ea100d82dcd6ccdb3536b.png"">",<!--InsalesCounter -->,"shop-electrohit@yandex.ru, federicabugatti-moscow@yandex.ru",,wa.me/+79266856578,
https://sinapple.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,mlv@sinapple.ru,vk.com/sinapple_ru,,
https://delice-parfum.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,Deliceparfum1@yandex.ru,,wa.me/+79221777960,t.me/Delice_parfum96
https://permanent-shop.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"info@permanent-shop.ru, permanent.shop@inbox.ru",vk.com/permanent_shop,wa.me/79994571630,t.me/www_permanent_shop_ru
https://xn--33-4lcxfg8dya.xn--p1ai/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,stulya33@yandex.ru,vk.com/id798738085,,
https://svoger.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@svoger.ru,,,
https://oreh-udm.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,usatovvn@yandex.ru,vk.com/vladimir.usatov,,t.me/oreh_udm
https://www.hd-tyumen.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@hd-tyumen.ru,vk.com/voge_tmn,,t.me/HDtmn72
https://panna-cotta.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/5926/34821926/original/фавикон.png"">",<!--InsalesCounter -->,goodlife-bar@yandex.ru,,,
https://www.kladovka.store/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,sales@kladovka.store,vk.com/public213920733,,
https://charging-station.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/1/7397/6282469/1717678611/favicon.png"" />",<!--InsalesCounter -->,"Info@chargingstation.ru, Info@charging-station.ru",,,
https://www.smd-bel.by/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,karmann@tut.by,,,
https://inaforme86.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/5111/33305591/original/1000056403.jpg"" />",<!--InsalesCounter -->,ermariay@yandex.ru,vk.com/id800305612,wa.me/+79821856050,
https://jackydog.pro/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/6771/32471667/original/paw-print.png"" />",<!--InsalesCounter -->,jackydogsklad@mail.ru,,,
https://www.hozmagazin24.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/380/34267516/original/Лого_итог-02__1__5a33e25ea3d0b7f3bfb296ab09e7f472.jpg"">",<!--InsalesCounter -->,ksenon52@mail.ru,,,
https://loscut.shop/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/6996/32930644/original/LOSCUT_favicone.png"">",<!--InsalesCounter -->,dir@loscut.shop,vk.com/studio_loscut,wa.me/+79215767111,t.me/Studio_LosCut
https://minoga.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,shop@minoga.ru,vk.com/minogaru,,t.me/minogaru
https://www.mykob.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/381/35275133/original/favikon.png"">",<!--InsalesCounter -->,my-kob@mail.ru,vk.com/mykob,wa.me/+7 903 449-67-03,t.me/korea_original_beauty_chat
https://derdecor21.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/41/35495977/original/Cupcake-PNG-Photo.png"">",<!--InsalesCounter -->,"derdecor211@mail.ru, derdecor21@mail.ru",vk.com/derdecor211,wa.me/+79276682581,t.me/derdecorhome
https://pultlog.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,info@pultlog.ru,vk.com/js/api/openapi.js,,
https://optic-group.kz/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,optic.group@mail.ru,,,
https://sibaritstudio.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/3284/34294996/original/s-1.png"" />",<!--InsalesCounter -->,sibaritorg@yandex.ru,,,
https://kama-med.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,shop@kama-med.ru,vk.com/kama_med,wa.me/74996775848,t.me/kamamedru
https://www.svet-deshevo.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/common-js/common.v2.24.69.js"">",<!--InsalesCounter -->,info@svet-deshevo.ru,,,
https://aguka-shop.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,01mailbox@bk.ru,vk.com/aguka_shop,,t.me/agukashop/3
https://skoromama.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/assets/static-versioned/v3.72/static/libs/lodash/4.17.21/lodash.min.js"">",<!--InsalesCounter -->,"secretar@skoromama.com, sales@skoromama.com",vk.com/club80794517,,
https://modo-concept.ru/,<meta name='insales-redefined-api-methods',"https://static.insales-cdn.com/files/1/1549/34817549/original/modo34_07_438b3ada24a7e0b125fb9dba7866224d.jpg"">",<!--InsalesCounter -->,zubovazv@gmail.com,,,
